property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,sector 74,1.54,2,2,3+,relatively new,1200.0,0,0,unfurnished,luxury,high-rise
flat,sector 56,2.11,3,2,3,relatively new,2250.0,0,0,semifurnished,luxury,medium-rise
flat,sector 88,1.45,2,2,3+,relatively new,133.0,0,0,furnished,semi-luxury,medium-rise
flat,sector 12,1.15,3,4,2,old,2000.0,1,0,unfurnished,semi-luxury,low-rise
house,sector 26,19.0,6,8,3+,relatively old,4500.0,1,1,semifurnished,semi-luxury,low-rise
flat,sector 47,0.9,2,2,2,new,1275.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 70,1.64,3,5,3,relatively new,1522.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 9,1.5,4,3,3+,relatively new,1833.0,0,0,semifurnished,budget,medium-rise
flat,sector 47,1.35,3,2,2,new,1444.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 79,1.15,3,3,3+,under construction,1200.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 83,0.65,2,2,2,relatively new,950.0,0,0,semifurnished,luxury,low-rise
flat,sector 84,1.1,3,3,2,relatively new,1591.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 85,1.04,2,2,3,new,1550.0,0,0,unfurnished,luxury,high-rise
flat,sector 47,0.35,2,2,2,new,616.0,0,0,unfurnished,budget,high-rise
flat,sector 63,7.52,4,4,3,under construction,3956.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 70,1.8,3,3,3,relatively new,1925.0,0,0,unfurnished,luxury,low-rise
flat,sector 37,0.7,2,3,3+,under construction,1305.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 89,0.8,2,2,2,under construction,1441.0,0,0,unfurnished,budget,medium-rise
flat,sector 65,6.15,3,4,2,relatively new,3355.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 99,1.32,3,5,3,new,1730.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 92,0.5,2,2,2,relatively new,909.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 104,0.2,1,1,1,relatively new,301.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 49,3.0,4,4,3,relatively old,2200.0,1,0,semifurnished,luxury,medium-rise
flat,sector 109,1.7,3,3,3,relatively old,1550.0,0,0,unfurnished,budget,high-rise
house,sector 39,7.0,10,11,3+,relatively new,7000.0,0,0,furnished,budget,medium-rise
house,sector 50,6.5,5,6,0,relatively old,3000.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 102,1.9,3,4,3,relatively new,1599.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 79,1.2,3,3,3,relatively new,1161.0,0,0,semifurnished,luxury,high-rise
flat,sector 107,1.2,3,3,3,relatively new,1750.0,0,0,semifurnished,budget,medium-rise
flat,sector 81,1.0,2,2,2,relatively new,1136.0,0,0,unfurnished,budget,medium-rise
flat,sector 85,1.75,3,4,3,relatively new,2189.0,1,0,unfurnished,budget,medium-rise
flat,sector 67,2.0,3,3,3,new,1591.0,0,0,unfurnished,budget,high-rise
house,sector 3,0.55,3,3,2,relatively new,1350.0,0,0,unfurnished,budget,low-rise
flat,sector 90,1.29,3,3,3+,relatively new,1817.0,1,0,unfurnished,luxury,high-rise
flat,sector 104,1.3,3,3,2,under construction,1309.0,0,0,unfurnished,budget,low-rise
flat,sector 82,0.67,2,2,3,relatively old,1150.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 107,1.7,4,5,3+,relatively new,2516.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 102,1.4,2,2,2,new,1161.0,0,0,semifurnished,budget,high-rise
house,sector 25,10.5,4,4,2,old,3618.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 11,0.32,2,2,0,relatively new,761.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 81,4.5,4,6,3+,relatively new,3818.0,1,0,semifurnished,budget,high-rise
flat,sector 104,1.3,3,3,2,under construction,1273.0,0,0,unfurnished,budget,low-rise
flat,sector 112,5.31,4,6,3+,relatively new,3399.99,1,0,unfurnished,semi-luxury,high-rise
house,sector 49,2.8,3,3,3,relatively old,1800.06,0,0,unfurnished,semi-luxury,low-rise
house,sector 36,0.66,2,2,3,new,823.0,0,0,unfurnished,budget,medium-rise
house,sector 109,6.25,5,7,3+,relatively new,6228.0,1,1,unfurnished,luxury,low-rise
flat,sector 95,0.56,2,2,2,new,1364.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 12,2.9,7,7,3,old,2700.0,0,0,unfurnished,budget,low-rise
flat,sector 104,1.9,3,3,3,under construction,1360.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 36,4.1,3,4,3,new,2820.0,0,0,furnished,budget,high-rise
house,sector 2,4.95,6,5,3+,relatively new,2430.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 103,0.8,2,2,0,relatively new,1450.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 90,1.27,4,5,2,new,2240.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 50,2.7,3,3,3+,relatively old,2400.0,1,0,unfurnished,luxury,medium-rise
flat,sector 102,1.9,3,4,3+,relatively new,1765.0,1,0,unfurnished,luxury,high-rise
flat,sector 83,1.12,3,3,2,relatively old,1500.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 39,1.5,4,3,3,old,2611.0,1,0,furnished,budget,medium-rise
flat,sector 79,1.29,2,2,3,new,1429.0,0,0,unfurnished,budget,medium-rise
house,sector 54,25.0,4,4,3+,relatively old,8035.74,1,1,unfurnished,semi-luxury,low-rise
flat,sector 83,0.98,2,2,3,relatively new,1300.0,0,0,semifurnished,semi-luxury,medium-rise
house,sector 43,5.8,6,6,3,relatively new,1935.01,1,0,semifurnished,budget,low-rise
house,sector 2,5.7,5,5,2,old,4550.0,0,0,furnished,semi-luxury,low-rise
flat,sector 85,1.05,2,2,3,relatively new,1491.0,0,0,unfurnished,budget,high-rise
house,sector 5,1.0,3,4,2,relatively new,900.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 82,1.25,3,2,3,relatively new,1667.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 109,1.4,3,3,3+,relatively new,1591.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 109,1.97,4,4,2,relatively new,2391.0,1,0,unfurnished,budget,high-rise
flat,sector 52,1.5,4,4,3,old,1491.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 103,0.9,2,2,2,relatively new,1227.0,0,0,unfurnished,budget,low-rise
flat,sector 54,1.59,3,3,3+,relatively old,2250.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 1,0.64,3,2,3+,old,1696.0,0,0,unfurnished,budget,medium-rise
flat,sector 47,1.4,2,2,3,under construction,1442.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 102,1.54,3,3,3,relatively new,1310.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 47,1.2,3,3,0,new,1780.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 11,2.5,5,4,3,old,1850.0,0,1,unfurnished,budget,low-rise
flat,sector 102,1.45,3,3,3,relatively new,1310.0,1,0,unfurnished,luxury,medium-rise
flat,sector 106,1.2,3,3,3,relatively new,1145.0,0,0,unfurnished,luxury,high-rise
flat,sector 68,1.1,2,2,3,new,1132.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 81,0.75,3,2,3,under construction,1095.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 37,1.1,3,3,1,under construction,1500.0,0,0,unfurnished,budget,low-rise
flat,sector 107,0.9,2,2,3,relatively new,1276.0,0,0,semifurnished,semi-luxury,medium-rise
house,sector 2,5.6,8,6,3+,relatively old,3240.0,1,1,unfurnished,budget,low-rise
flat,sector 104,1.75,4,5,3+,new,2582.0,1,0,unfurnished,semi-luxury,low-rise
house,sector 1,1.85,4,3,2,relatively old,1284.0,0,0,unfurnished,budget,low-rise
flat,sector 50,2.35,3,3,3,relatively old,1900.0,0,0,semifurnished,budget,medium-rise
flat,sector 104,0.2,1,2,2,new,334.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 37,0.99,3,3,1,new,1650.0,1,0,unfurnished,budget,medium-rise
house,sector 50,3.99,4,5,3+,new,4500.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 1,1.2,3,3,3+,relatively old,2944.0,1,0,unfurnished,budget,medium-rise
flat,sector 2,0.6,1,1,1,relatively old,668.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 37,1.75,4,4,3,relatively new,2100.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 85,1.83,3,3,3+,under construction,2032.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 70,1.75,3,4,2,relatively new,1950.0,1,0,unfurnished,budget,high-rise
flat,sector 90,0.7,2,2,3,new,1229.0,0,0,unfurnished,budget,medium-rise
flat,sector 78,0.62,2,2,1,relatively old,1115.0,0,1,unfurnished,semi-luxury,medium-rise
flat,sector 43,2.09,3,3,2,old,1300.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 36,2.2,2,2,2,new,1345.0,0,0,unfurnished,budget,high-rise
flat,sector 52,5.0,5,7,3+,relatively old,5778.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 63,3.7,3,3,3+,under construction,2667.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 47,0.55,2,2,3,new,828.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 2,0.98,2,2,3,relatively old,1423.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 48,4.75,7,7,3,relatively old,2340.0,0,0,semifurnished,budget,low-rise
flat,sector 70,0.99,3,4,2,under construction,1423.0,0,0,unfurnished,budget,high-rise
house,sector 31,3.25,4,4,3+,relatively old,1449.02,1,1,semifurnished,budget,low-rise
flat,sector 47,0.9,3,2,0,under construction,1120.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 37,1.2,3,3,3,under construction,1655.0,0,0,unfurnished,budget,medium-rise
flat,sector 102,0.96,2,2,2,relatively new,832.0,0,0,unfurnished,luxury,medium-rise
house,sector 26,4.45,4,4,3,old,1264.74,0,0,unfurnished,budget,low-rise
flat,sector 95,0.46,2,2,0,new,990.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 37,1.1,3,3,3,relatively new,1700.0,0,0,unfurnished,luxury,medium-rise
flat,sector 77,1.25,3,4,3,relatively new,1305.0,1,0,unfurnished,budget,low-rise
flat,sector 2,0.98,2,2,3,relatively old,1286.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 49,6.75,5,4,2,old,3420.0,1,1,unfurnished,semi-luxury,low-rise
flat,sector 84,2.28,4,4,3+,relatively new,2987.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 83,1.3,3,3,3,relatively new,1382.0,1,0,semifurnished,luxury,high-rise
flat,sector 79,1.55,3,4,3,relatively new,1412.0,1,0,semifurnished,luxury,high-rise
flat,sector 81,2.5,3,3,2,relatively new,2130.0,1,0,furnished,semi-luxury,medium-rise
flat,sector 90,1.25,3,4,3+,old,1608.0,1,0,furnished,budget,low-rise
flat,sector 79,1.93,3,4,3+,relatively new,2056.0,1,0,unfurnished,luxury,medium-rise
house,sector 43,6.5,5,4,3+,relatively old,1836.16,1,0,semifurnished,semi-luxury,low-rise
flat,sector 113,3.21,3,3,3,new,2291.0,0,0,unfurnished,budget,medium-rise
flat,sector 65,1.95,3,3,3+,new,1556.0,0,1,furnished,semi-luxury,low-rise
flat,sector 82,1.22,3,5,3+,relatively new,2000.0,1,0,semifurnished,semi-luxury,medium-rise
flat,sector 112,4.75,3,5,3+,relatively new,3421.0,1,0,semifurnished,budget,medium-rise
flat,sector 83,1.4,4,4,3,relatively new,2167.0,1,0,unfurnished,budget,medium-rise
flat,sector 69,1.65,3,3,2,relatively new,1578.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 52,2.0,4,3,3,relatively old,2083.0,1,0,furnished,semi-luxury,medium-rise
flat,sector 70,1.64,3,5,3,relatively new,1522.0,1,0,unfurnished,semi-luxury,low-rise
house,sector 66,9.01,4,4,3+,relatively new,5574.7,1,1,unfurnished,luxury,low-rise
flat,sector 86,1.25,3,4,3+,relatively new,1755.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 22,1.65,2,2,2,relatively new,1200.0,0,0,furnished,luxury,medium-rise
flat,sector 83,1.42,4,4,3,relatively new,2000.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 50,3.0,3,3,3+,old,2368.0,1,0,semifurnished,semi-luxury,high-rise
flat,sector 82,1.6,4,5,3+,relatively new,2205.0,1,0,unfurnished,luxury,medium-rise
flat,sector 72,6.75,4,4,3+,new,4000.0,1,0,semifurnished,luxury,low-rise
flat,sector 65,2.55,3,3,3,relatively new,1650.06,1,0,unfurnished,budget,low-rise
flat,sector 74,2.25,3,3,3,relatively new,1900.0,0,0,unfurnished,luxury,medium-rise
flat,sector 109,1.4,3,3,3+,relatively new,1466.0,0,1,unfurnished,semi-luxury,medium-rise
flat,sector 56,2.0,4,4,2,under construction,2091.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 47,1.2,2,2,0,under construction,85.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 65,5.5,3,4,3,relatively new,2803.0,1,0,unfurnished,budget,low-rise
flat,sector 81,2.25,3,4,3+,relatively new,2090.0,1,0,furnished,luxury,high-rise
flat,sector 103,1.9,3,4,3+,relatively new,3716.0,1,0,semifurnished,budget,medium-rise
flat,sector 72,5.0,4,4,3+,new,4000.0,1,1,semifurnished,luxury,low-rise
flat,sector 85,1.17,2,2,3,relatively new,1660.0,0,0,unfurnished,budget,high-rise
flat,sector 37,1.5,3,3,3,relatively new,1679.0,0,0,unfurnished,budget,high-rise
flat,sector 70,2.5,3,4,3,relatively new,2136.0,1,1,semifurnished,luxury,medium-rise
flat,sector 104,2.25,3,4,3+,relatively new,2293.0,1,0,semifurnished,luxury,medium-rise
house,sector 24,2.6,4,4,3+,relatively new,1080.0,0,1,furnished,semi-luxury,medium-rise
house,sector 70,4.6,4,4,3+,relatively old,2610.0,1,1,unfurnished,semi-luxury,low-rise
flat,sector 72,5.25,4,4,3+,new,3000.0,1,0,semifurnished,luxury,high-rise
flat,sector 108,3.95,3,4,2,relatively new,2343.1,1,0,unfurnished,budget,high-rise
flat,sector 53,6.5,3,4,3+,old,2695.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 109,8.75,5,5,3+,new,3600.0,1,1,semifurnished,luxury,low-rise
flat,sector 113,3.25,4,4,3+,under construction,2553.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 49,2.55,3,4,3,relatively new,2060.0,0,0,semifurnished,budget,medium-rise
flat,sector 109,2.95,4,5,3+,relatively new,2864.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 86,0.44,2,2,2,relatively new,668.0,0,0,semifurnished,budget,medium-rise
house,sector 1,4.75,6,7,0,relatively old,4500.0,0,0,unfurnished,budget,medium-rise
flat,sector 109,2.2,3,4,3,relatively new,1860.0,1,0,unfurnished,luxury,medium-rise
flat,sector 86,1.5,3,3,1,relatively new,1550.0,0,0,unfurnished,luxury,high-rise
flat,sector 103,1.32,3,3,3+,relatively new,1300.0,0,0,unfurnished,budget,medium-rise
flat,sector 92,0.5,3,3,2,relatively new,1073.0,0,0,unfurnished,budget,low-rise
flat,sector 81,0.64,2,2,3,relatively new,1361.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 108,0.7,2,2,2,relatively new,1505.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 72,3.21,3,4,3+,relatively new,2140.0,1,0,semifurnished,luxury,high-rise
flat,sector 71,0.55,2,2,1,relatively new,600.0,0,0,semifurnished,budget,medium-rise
flat,sector 54,5.7,3,3,3,relatively old,1381.99,0,0,unfurnished,semi-luxury,low-rise
flat,sector 47,0.75,2,2,2,relatively old,1350.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 56,2.45,4,4,3+,relatively new,2900.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 79,1.0,2,2,3,relatively new,1700.0,0,0,unfurnished,budget,medium-rise
flat,sector 37,1.25,3,3,3,relatively new,1350.0,0,0,unfurnished,budget,medium-rise
house,sector 9,0.6,2,2,1,relatively old,558.0,0,0,unfurnished,budget,low-rise
house,sector 24,1.44,4,2,2,old,540.0,0,0,unfurnished,budget,low-rise
flat,sector 81,0.48,2,2,1,relatively new,610.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 70,1.75,3,4,3+,relatively new,1706.0,0,0,furnished,budget,high-rise
house,sector 50,10.56,5,5,3,relatively old,3240.0,1,0,unfurnished,budget,low-rise
house,sector 108,10.5,5,4,3+,relatively old,7331.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 81,2.29,3,4,3+,relatively new,2306.0,1,0,furnished,luxury,medium-rise
flat,sector 47,1.65,3,3,3,old,1898.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 72,3.4,3,4,3+,relatively old,2185.09,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 69,1.37,3,3,1,relatively new,1398.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 112,7.46,4,4,3+,relatively new,6350.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 78,1.2,1,2,2,under construction,507.0,0,0,unfurnished,budget,high-rise
flat,sector 82,1.0,2,2,2,relatively new,1305.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 1,0.73,3,3,3+,relatively old,1699.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 2,0.56,1,1,2,relatively old,723.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 9,1.1,4,3,1,old,200.0,0,0,unfurnished,budget,low-rise
flat,sector 86,1.55,3,3,3,relatively new,1900.0,0,0,unfurnished,budget,medium-rise
flat,sector 108,2.45,3,3,3,relatively new,1460.0,0,0,unfurnished,budget,high-rise
flat,sector 105,0.42,3,2,1,relatively new,1111.0,0,0,unfurnished,budget,low-rise
flat,sector 90,0.86,3,4,3,relatively new,1525.0,1,0,semifurnished,semi-luxury,low-rise
flat,sector 92,0.7,3,2,2,relatively new,1325.0,0,0,unfurnished,budget,medium-rise
flat,sector 47,0.28,2,2,2,new,591.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 37,1.45,3,3,3,relatively new,1711.0,0,0,unfurnished,luxury,medium-rise
flat,sector 102,1.42,3,3,3,relatively new,1310.0,0,0,unfurnished,budget,medium-rise
flat,sector 65,1.42,2,2,2,relatively new,1010.0,0,0,semifurnished,luxury,medium-rise
house,sector 108,1.34,1,1,0,relatively old,2680.0,0,0,unfurnished,budget,low-rise
flat,sector 47,0.56,2,2,3,new,913.0,0,0,unfurnished,semi-luxury,low-rise
house,sector 2,5.7,9,9,3+,relatively old,2430.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 92,0.72,3,3,3,relatively new,1700.0,1,0,unfurnished,budget,medium-rise
flat,sector 102,1.39,3,3,3,relatively new,1500.0,1,0,semifurnished,budget,medium-rise
house,sector 111,9.0,5,5,3+,relatively new,8000.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 47,0.78,2,2,2,relatively new,1149.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 102,1.8,3,4,3,relatively new,1717.0,1,0,unfurnished,budget,high-rise
flat,sector 37,1.27,3,3,3,relatively new,1603.0,0,0,unfurnished,budget,low-rise
flat,sector 70,1.1,2,2,2,relatively new,1444.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 107,0.36,2,2,1,relatively new,598.0,0,0,unfurnished,budget,medium-rise
flat,sector 81,0.88,2,2,3,relatively new,1218.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 49,4.21,5,6,3+,relatively new,3234.0,1,0,unfurnished,budget,high-rise
house,sector 63,1.5,3,3,2,new,2385.0,0,0,unfurnished,budget,low-rise
flat,sector 102,2.5,3,4,3+,new,1954.0,1,0,semifurnished,budget,high-rise
flat,sector 56,2.05,4,4,3+,relatively new,2500.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 62,2.15,2,2,3,under construction,1676.0,0,0,unfurnished,semi-luxury,high-rise
house,sector 15,1.8,4,3,1,old,1800.0,0,0,unfurnished,budget,low-rise
flat,sector 9,0.94,3,3,2,relatively old,1722.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 68,0.93,2,2,2,new,1200.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 83,1.38,3,3,3,relatively new,1350.0,1,0,semifurnished,budget,medium-rise
flat,sector 52,0.45,1,1,0,relatively old,513.0,0,0,semifurnished,budget,low-rise
flat,sector 47,1.55,3,3,3+,new,1444.0,0,0,semifurnished,budget,medium-rise
flat,sector 66,2.4,3,2,3,relatively new,1700.0,1,0,semifurnished,luxury,medium-rise
flat,sector 86,0.78,2,2,1,new,1236.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 92,1.1,4,4,3,relatively new,2286.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 85,2.2,4,5,3+,relatively new,2556.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 23,5.1,3,2,0,old,3078.04,0,0,unfurnished,budget,low-rise
flat,sector 99,0.3,2,1,2,new,509.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 107,0.5,2,2,1,relatively new,496.0,0,0,unfurnished,budget,high-rise
flat,sector 50,6.75,4,4,0,relatively old,3395.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 31,5.5,4,5,3+,relatively new,2675.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 78,1.15,3,3,3,relatively old,1978.0,1,0,unfurnished,budget,medium-rise
house,sector 47,0.08,1,1,0,relatively new,33.0,0,0,unfurnished,budget,low-rise
flat,sector 47,2.4,3,4,3+,relatively old,1908.0,1,0,unfurnished,luxury,medium-rise
flat,sector 22,2.55,3,3,3,relatively new,1860.09,0,0,furnished,budget,medium-rise
flat,sector 1,0.75,3,3,3+,relatively old,1923.0,1,0,unfurnished,budget,low-rise
flat,sector 37,0.68,2,2,3,new,644.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 89,0.9,2,2,2,new,1003.0,0,0,unfurnished,budget,low-rise
flat,sector 2,5.9,4,4,3+,relatively old,5350.0,0,0,unfurnished,semi-luxury,low-rise
flat,sector 86,1.54,4,4,3+,relatively old,2149.0,1,0,unfurnished,semi-luxury,high-rise
flat,sector 70,1.27,2,2,3+,relatively new,1449.0,0,0,semifurnished,semi-luxury,high-rise
flat,sector 77,1.55,4,4,3+,relatively new,1800.0,1,0,furnished,budget,low-rise
flat,sector 70,1.6,2,2,2,relatively old,1423.0,0,0,unfurnished,semi-luxury,high-rise
flat,sector 48,4.3,4,5,3+,new,3444.0,1,0,unfurnished,semi-luxury,medium-rise
flat,sector 81,2.4,3,4,3+,new,2418.0,1,0,semifurnished,luxury,medium-rise
flat,sector 89,1.5,3,3,3,under construction,1480.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 84,0.85,3,3,3+,relatively new,1568.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 83,1.25,3,2,1,relatively new,1661.0,1,1,furnished,luxury,medium-rise
house,sector 72,8.5,5,6,3+,relatively new,6300.0,1,1,semifurnished,luxury,medium-rise
flat,sector 107,1.32,3,3,3,relatively new,1766.0,0,0,unfurnished,semi-luxury,medium-rise
flat,sector 90,1.79,4,3,3+,relatively old,2461.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 50,6.8,4,4,3+,old,2160.0,1,0,unfurnished,semi-luxury,low-rise
house,sector 105,1.3,3,3,1,relatively old,1125.0,0,0,unfurnished,budget,low-rise
flat,sector 70,0.85,2,2,2,relatively new,845.0,0,0,semifurnished,semi-luxury,medium-rise
flat,sector 89,1.16,3,2,3,new,1003.0,0,0,unfurnished,budget,low-rise
flat,sector 69,1.31,3,3,2,relatively new,1398.0,0,0,semifurnished,luxury,high-rise
house,sector 82,4.7,3,3,3+,new,2160.0,1,0,unfurnished,budget,low-rise
flat,sector 43,1.35,3,3,3,old,1320.0,0,0,semifurnished,semi-luxury,low-rise
flat,sector 102,1.8,3,3,3,relatively new,1538.0,0,0,unfurnished,luxury,low-rise
house,sector 43,10.5,4,4,2,old,3762.0,1,0,unfurnished,semi-luxury,low-rise
flat,sector 47,1.65,2,2,3,under construction,1279.0,0,0,unfurnished,budget,low-rise
flat,sector 65,2.25,2,2,3,under construction,1592.0,0,0,unfurnished,semi-luxury,medium-rise
house,sector 55,5.6,6,4,3,old,2700.0,1,0,semifurnished,budget,low-rise
flat,sector 81,1.28,3,3,3,relatively old,1982.0,1,0,semifurnished,budget,low-rise
flat,sector 37,0.95,2,2,0,under construction,1578.0,1,0,unfurnished,semi-luxury,high-rise
