property_type,society,sector,price_in_cr,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,study room,pooja room,store room,others,furnishing_type,luxury_score,area_bedroom_ratio
flat,m3m heights,sector 65,3.0,17999.96,1666.67,Super Built up area 1828(169.83 sq.m.),3,3,3,20.0,south-east,under construction,1828.0,,,0,0,0,0,0,1,49.0,555.5566666666667
flat,corona optus,sector 37,1.43,7184.99,1990.26,Super Built up area 1990(184.88 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3+,2.0,north-west,relatively new,1990.0,,1700.0,1,1,0,0,1,1,24.0,663.42
flat,experion windchants,sector 112,2.5,13887.96,1800.12,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2,2,3,10.0,east,relatively new,2441.0,1800.05,1800.0,0,1,1,0,0,0,151.0,900.06
flat,ss the leaf,sector 85,2.1,8719.99,2408.26,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3,4,3+,6.0,north,relatively new,2408.0,,1685.0,1,0,0,0,0,1,128.0,802.7533333333334
flat,supertech hues,sector 68,1.0,8474.0,1180.08,Carpet area: 1180 (109.63 sq.m.),2,2,2,12.0,,new,,,1180.0,0,0,0,0,0,1,27.0,590.04
flat,ss the leaf,sector 85,1.17,6720.01,1741.07,Super Built up area 1741(161.74 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2,3,3,10.0,south-east,relatively new,1741.0,1550.0,1350.0,0,0,0,0,1,1,24.0,870.535
flat,emaar gurgaon greens,sector 102,1.45,8786.97,1650.17,Super Built up area 1650(153.29 sq.m.),3,3,2,7.0,south-west,relatively new,1650.0,,,1,0,0,0,0,0,151.0,550.0566666666667
flat,experion the heartsong,sector 108,0.87,11844.95,734.49,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,2.0,south-west,relatively new,1283.0,734.42,734.42,1,0,0,0,0,0,89.0,367.245
house,independent,sector 23,2.7,18620.05,1450.05,Plot area 1450(134.71 sq.m.),5,5,2,3.0,East,old,,1450.0,,0,0,0,0,0,0,13.0,290.01
flat,central park flower valley aqua front towers,sector 47,1.7,9449.01,1799.13,Super Built up area 1799(167.13 sq.m.)Carpet area: 1590 sq.ft. (147.72 sq.m.),3,3,3+,5.0,east,new,1799.0,,1590.0,0,0,0,0,0,0,37.0,599.71
flat,om appartments,sector 5,0.4,4444.0,900.09,Carpet area: 900 (83.61 sq.m.),3,2,1,3.0,,relatively new,,,900.0,0,0,0,0,0,1,3.0,300.03000000000003
house,ats tourmaline,sector 109,1.87,8696.99,2150.17,Built Up area: 2150 (199.74 sq.m.),3,4,0,12.0,,undefined,,2150.0,,0,0,0,0,0,1,,716.7233333333334
flat,la vida by tata housing,sector 113,2.85,12854.98,2217.04,Super Built up area 2217(205.97 sq.m.),3,3,3+,10.0,east,new,2217.0,,,1,0,0,0,0,1,48.0,739.0133333333333
flat,m3m woodshire,sector 107,0.94,6881.0,1366.08,Super Built up area 1366(126.91 sq.m.),2,2,3+,1.0,east,relatively old,1366.0,,,0,0,0,0,0,1,87.0,683.04
flat,ss the leaf,sector 85,1.18,10726.98,1100.03,Super Built up area 1741(161.74 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3,9.0,north-east,relatively new,1741.0,1700.0,1100.0,0,1,0,0,0,0,122.0,550.015
house,bptp visionnaire,sector 70,5.25,20115.02,2609.99,Plot area 290(242.48 sq.m.),5,4,3+,3.0,North-East,new,,2610.0,,1,0,0,0,0,0,30.0,521.9979999999999
house,independent,sector 5,0.75,6410.26,1170.0,Built Up area: 130 (12.08 sq.m.),2,2,0,1.0,,undefined,,130.0,,0,0,0,0,0,1,,585.0
flat,godrej air,sector 85,1.4,10000.0,1400.0,Built Up area: 1400 (130.06 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,23.0,,undefined,,1400.0,900.0,0,0,0,0,0,1,58.0,700.0
flat,dlf the skycourt,sector 86,1.6,8293.98,1929.11,Super Built up area 1929(179.21 sq.m.),3,3,1,14.0,north-east,relatively new,1929.0,,,0,0,1,0,0,1,57.0,643.0366666666666
house,vatika india next,sector 82,6.8,20987.98,3239.95,Plot area 360(301.01 sq.m.),4,4,3+,3.0,North-East,relatively new,,3240.0,,1,0,0,0,0,2,93.0,809.9875
flat,paras dews,sector 106,1.05,8536.03,1230.08,Super Built up area 1760(163.51 sq.m.)Built Up area: 1345 sq.ft. (124.95 sq.m.)Carpet area: 1230 sq.ft. (114.27 sq.m.),3,4,3+,10.0,north-east,relatively new,1760.0,1345.0,1230.0,1,0,0,0,0,1,151.0,410.02666666666664
flat,pivotal devaan,sector 84,0.37,6346.05,583.04,Super Built up area 583(54.16 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,1,5.0,north-west,relatively new,583.0,,483.0,0,0,0,0,0,1,50.0,291.52
flat,godrej aria,sector 79,1.45,9061.99,1600.09,Super Built up area 1495(138.89 sq.m.)Built Up area: 1494 sq.ft. (138.8 sq.m.),2,2,3+,9.0,east,relatively new,1495.0,1494.0,,0,1,0,0,0,1,77.0,800.045
house,independent,sector 11,4.0,19752.99,2025.01,Built Up area: 225 (188.13 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),5,4,1,2.0,North-East,undefined,,225.0,180.0,0,0,0,0,0,1,,405.002
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10382.97,914.96,Built Up area: 915 (85.01 sq.m.)Carpet area: 675 sq.ft. (62.71 sq.m.),2,2,2,14.0,,undefined,,915.0,675.0,0,0,0,0,0,1,,457.48
flat,bptp astaire gardens,sector 70,1.7,8946.99,1900.08,Carpet area: 1900 (176.52 sq.m.),4,3,3,1.0,north-east,relatively new,,,1900.0,0,0,0,0,0,0,21.0,475.02
flat,eldeco accolade,sector 47,0.72,4974.99,1447.24,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,12.0,east,relatively new,1457.0,,849.0,0,1,0,0,0,1,123.0,723.62
house,bptp astaire gardens,sector 70,6.5,27871.04,2332.17,Plot area 299(250 sq.m.),4,4,3+,2.0,North-East,new,,299.0,,1,1,1,0,0,0,134.0,583.0425
flat,tulip white,sector 69,0.91,6862.02,1326.14,Carpet area: 1326 (123.19 sq.m.),3,2,2,12.0,,relatively old,,,1326.0,0,0,0,0,0,1,39.0,442.0466666666667
flat,kibithu villas,sector 48,3.45,12777.02,2700.16,Carpet area: 2700 (250.84 sq.m.),4,4,3+,2.0,,undefined,,,2700.0,0,0,0,0,0,1,,675.04
flat,bestech park view ananda,sector 81,0.95,10626.04,894.03,Super Built up area 1360(126.35 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,2,2.0,north-east,relatively new,1360.0,,894.0,0,0,0,0,0,0,80.0,447.015
flat,vatika xpressions,sector 88,0.92,7360.0,1250.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,2,3.0,north,relatively new,1350.0,1300.0,1250.0,0,0,1,0,0,1,149.0,625.0
flat,signature global superbia,sector 95,0.4,6728.0,594.53,Carpet area: 594.52 (55.23 sq.m.),2,2,3,2.0,,under construction,,,594.49,0,0,0,0,0,1,,297.265
flat,godrej summit premia towers,sector 104,0.9,7148.98,1258.92,Built Up area: 1259 (116.96 sq.m.),2,2,0,16.0,,undefined,,1259.0,,0,0,0,0,0,1,,629.46
flat,paras dews,sector 106,1.17,6647.01,1760.19,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,12.0,west,relatively new,1760.0,1186.0,1130.0,1,0,0,0,0,1,24.0,586.73
flat,hcbs sports ville,sector 47,0.38,5067.0,749.95,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,2,9.0,east,undefined,,750.0,650.0,0,0,0,0,0,1,,374.975
house,independent,sector 9,1.65,18332.93,900.02,Built Up area: 900 (83.61 sq.m.),2,3,0,3.0,,undefined,,900.0,,0,0,0,0,0,1,,450.01
flat,pioneer araya,sector 62,9.2,19942.99,4613.15,Super Built up area 4613(428.56 sq.m.)Carpet area: 3203 sq.ft. (297.57 sq.m.),4,6,3,5.0,south,relatively new,4613.0,,3203.0,1,0,1,0,0,0,136.0,1153.2875
flat,signature global synera,sector 81,0.4,6319.02,633.01,Super Built up area 633(58.81 sq.m.)Carpet area: 539 sq.ft. (50.07 sq.m.),2,2,1,12.0,south,relatively new,633.0,,539.0,0,0,0,0,0,0,16.0,316.505
flat,adani aangan galleria,sector 89,0.25,5000.0,500.0,Super Built up area 500(46.45 sq.m.)Built Up area: 430 sq.ft. (39.95 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1,1,1,6.0,,new,500.0,430.0,410.0,0,0,0,0,0,1,52.0,500.0
flat,m3m sky lofts,sector 71,1.0,11499.94,869.57,Built Up area: 869 (80.73 sq.m.)Carpet area: 435 sq.ft. (40.41 sq.m.),1,1,1,9.0,,undefined,,869.0,435.0,0,0,0,0,0,1,74.0,869.57
flat,m3m crown,sector 111,4.67,16999.99,2747.06,Carpet area: 2750 (255.48 sq.m.),4,4,3+,8.0,,under construction,,,2750.0,0,0,0,0,0,1,68.0,686.765
flat,tulip ivory,sector 70,2.0,8332.99,2400.1,Super Built up area 2400(222.97 sq.m.),4,5,3+,2.0,south-east,relatively new,2400.0,,,1,0,0,0,0,0,24.0,600.025
house,independent,sector 43,9.5,42222.03,2250.01,Plot area 302(252.51 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),5,5,3+,2.0,North-East,relatively new,,300.0,250.0,1,0,1,0,0,0,60.0,450.00200000000007
flat,m3m woodshire,sector 107,0.82,6002.01,1366.21,Super Built up area 1366(126.91 sq.m.),2,2,3+,7.0,north-east,relatively new,1366.0,,,0,0,0,0,0,1,89.0,683.105
flat,pyramid elite,sector 86,0.45,7846.01,573.54,Carpet area: 573.54 (53.28 sq.m.),2,2,1,12.0,,under construction,,,573.5,0,0,0,0,0,1,29.0,286.77
flat,bestech park view residency,sector 2,1.36,7645.99,1778.71,Super Built up area 1780(165.37 sq.m.),3,3,3+,5.0,south-west,relatively old,1780.0,,,0,0,0,0,0,1,67.0,592.9033333333333
house,independent,sector 17,8.5,18814.01,4517.91,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 400 sq.yards (334.45 sq.m.),4,4,2,2.0,West,old,,500.0,400.0,1,1,1,0,0,0,11.0,1129.4775
house,emaar mgf marbella,sector 66,12.0,37037.04,3240.0,Plot area 360(301.01 sq.m.),5,5,3+,3.0,East,new,,3240.0,,1,0,1,1,0,0,76.0,648.0
house,independent,sector 25,4.35,32221.98,1350.01,Plot area 150(125.42 sq.m.),5,4,3,3.0,North,old,,1350.0,,1,0,0,0,0,1,30.0,270.002
flat,emaar gurgaon greens,sector 102,1.35,8180.98,1650.17,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,9.0,north-east,relatively new,1650.0,,1022.57,1,0,0,0,0,1,73.0,550.0566666666667
flat,smart world gems,sector 89,0.85,7705.98,1103.04,Carpet area: 1103 (102.47 sq.m.),2,2,2,2.0,north-east,under construction,,,1103.0,0,1,0,0,0,1,58.0,551.52
house,huda flats,sector 7,2.3,17037.04,1350.0,Plot area 150(125.42 sq.m.),5,3,3+,3.0,North-East,old,,1350.0,,1,1,1,0,0,1,12.0,270.0
flat,m3m golfestate,sector 65,5.0,16666.0,3000.12,Super Built up area 3246(301.56 sq.m.)Built Up area: 3245 sq.ft. (301.47 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),3,3,3,2.0,east,relatively new,3246.0,3245.0,3000.0,1,0,0,0,0,0,151.0,1000.04
flat,m3m the marina,sector 68,1.02,8094.98,1260.04,Super Built up area 1260(117.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,2,11.0,north-east,relatively new,1260.0,1250.0,800.0,0,0,0,0,1,0,24.0,630.02
flat,eldeco accolade,sector 47,1.1,7548.98,1457.15,Super Built up area 1457(135.36 sq.m.),3,2,3,13.0,,relatively new,1457.0,,,0,0,0,0,0,1,56.0,485.7166666666667
house,independent,sector 3,0.9,8928.04,1008.06,Built Up area: 1008 (93.65 sq.m.),3,1,0,1.0,,undefined,,1008.0,,0,0,0,0,0,1,,336.02
flat,indiabulls centrum park,sector 103,1.33,8579.98,1550.12,Super Built up area 1790(166.3 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3+,8.0,east,relatively new,1790.0,,1550.0,0,1,0,0,0,1,127.0,516.7066666666666
flat,godrej aria,sector 79,1.69,8522.01,1983.1,Super Built up area 1983(184.23 sq.m.),3,3,2,7.0,south,relatively new,1983.0,,,0,0,0,0,0,1,84.0,661.0333333333333
flat,shree vardhman victoria,sector 70,1.6,8205.0,1950.03,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,3,3,10.0,south,relatively new,1950.0,,1161.0,1,1,1,0,1,1,21.0,650.01
house,vatika india next,sector 82,6.5,20061.98,3239.96,Built Up area: 360 (301.01 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),4,3,0,2.0,,undefined,,360.0,300.0,0,0,0,0,0,1,,809.99
flat,ss the leaf,sector 85,1.08,6585.0,1640.09,Super Built up area 1640(152.36 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1125 sq.ft. (104.52 sq.m.),2,2,3,8.0,north-east,new,1640.0,1200.0,1125.0,1,1,1,1,0,0,137.0,820.045
flat,tulip violet,sector 69,1.68,10070.98,1668.16,Super Built up area 1668(154.96 sq.m.),3,3,2,0.0,west,relatively new,1668.0,,,0,0,0,0,0,1,137.0,556.0533333333334
flat,experion the heartsong,sector 108,0.93,6078.99,1529.86,Super Built up area 1283(119.19 sq.m.),2,3,3,10.0,east,relatively new,1283.0,,,0,0,0,0,0,1,71.0,764.93
flat,puri the aravallis,sector 61,3.87,17200.0,2250.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1249.65 sq.ft. (116.1 sq.m.),3,4,3+,21.0,east,under construction,2250.0,,1249.69,1,0,0,0,0,1,48.0,750.0
house,independent,sector 5,0.7,7007.01,999.0,Plot area 111(92.81 sq.m.),2,3,1,1.0,North,relatively new,,999.0,,0,0,1,1,0,1,11.0,499.5
flat,supertech araville,sector 79,0.9,6950.02,1294.96,Built Up area: 1295 (120.31 sq.m.),2,2,0,12.0,,undefined,,1295.0,,0,0,0,0,0,1,,647.48
house,vipul tatvam villa,sector 48,8.2,25309.03,3239.95,Plot area 360(301.01 sq.m.),3,3,2,2.0,North,relatively old,,3240.0,,1,1,1,0,0,2,134.0,1079.9833333333333
flat,tarc maceo,sector 91,1.8,7757.99,2320.19,Carpet area: 2320 (215.54 sq.m.),3,3,3+,0.0,north,relatively new,,,2320.0,0,0,1,0,0,2,39.0,773.3966666666666
flat,orchid petals,sector 49,2.45,11886.97,2061.08,Super Built up area 2061(191.47 sq.m.),3,3,3,0.0,north-east,relatively new,2061.0,,,0,1,0,0,0,1,24.0,687.0266666666666
flat,raheja navodaya,sector 92,1.1,4680.99,2349.93,Built Up area: 2350 (218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,2,3,0.0,east,undefined,,2350.0,1850.0,0,0,0,0,0,1,,783.31
flat,ss the leaf,sector 85,1.25,7179.0,1741.19,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2,2,3,10.0,south-east,relatively new,1741.0,1730.0,1720.0,0,0,0,0,0,1,24.0,870.595
house,independent,sector 89,0.29,3254.0,891.21,Plot area 891(82.78 sq.m.),2,1,0,0.0,West,old,,891.0,,0,0,0,0,0,1,,445.605
flat,shree vardhman flora,sector 90,0.7,5177.02,1352.13,Super Built up area 1352(125.6 sq.m.),2,2,3,9.0,east,new,1352.0,,,0,1,0,0,0,1,64.0,676.065
flat,signature global orchard avenue,sector 93,0.4,7359.03,543.55,Carpet area: 543.53 (50.5 sq.m.),2,2,2,11.0,,new,,,543.58,0,0,0,0,0,1,18.0,271.775
flat,unitech uniworld gardens,sector 47,2.4,11505.0,2086.05,Super Built up area 2086(193.8 sq.m.),3,3,3+,10.0,,relatively old,2086.0,,,1,0,0,0,0,0,94.0,695.35
flat,ats kocoon,sector 109,1.7,9742.01,1745.02,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.),3,3,3,22.0,east,relatively new,1745.0,1550.0,,0,0,0,0,0,1,50.0,581.6733333333333
flat,signature global park,sector 47,0.78,6446.01,1210.05,Carpet area: 1210 (112.41 sq.m.),3,3,3,3.0,south-west,relatively new,,,1210.0,0,0,1,0,0,1,127.0,403.34999999999997
flat,tulip yellow,sector 69,1.8,10563.01,1704.06,Carpet area: 1704 (158.31 sq.m.),3,3,3,14.0,east,under construction,,,1704.0,0,0,0,0,0,1,52.0,568.02
house,independent,sector 28,1.39,11583.04,1200.03,Plot area 540(50.17 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,1,3.0,North-East,old,,1450.0,1200.0,0,0,0,1,0,1,27.0,600.015
flat,shri ram apartments,sector 3,0.32,3368.0,950.12,Carpet area: 950 (88.26 sq.m.),2,2,1,4.0,,relatively new,,,950.0,0,0,0,0,0,0,5.0,475.06
flat,conscient heritage max,sector 102,2.1,9771.99,2149.0,Super Built up area 2149(199.65 sq.m.),3,4,3+,10.0,east,relatively new,2149.0,,,1,1,0,0,0,1,41.0,716.3333333333334
flat,sare green parc phase 3,sector 92,1.08,5149.99,2097.09,Super Built up area 2090(194.17 sq.m.),4,4,2,16.0,,new,2090.0,,,1,0,0,0,0,1,77.0,524.2725
house,independent,sector 52,3.1,20025.97,1547.99,Plot area 172(143.81 sq.m.),5,4,3+,2.0,North-East,relatively old,,1548.0,,1,0,0,1,0,0,45.0,309.598
flat,emaar mgf the enclave,sector 66,1.9,10555.03,1800.09,Super Built up area 1920(178.37 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,2,8.0,north-east,relatively new,1920.0,1850.0,1800.0,1,0,0,0,0,0,151.0,600.03
flat,eldeco accolade,sector 47,0.73,5775.0,1264.07,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,3,5.0,west,relatively new,1264.0,,730.0,0,0,1,0,0,1,18.0,632.035
flat,ats marigold,sector 89,1.7,9714.01,1750.05,Carpet area: 1750 (162.58 sq.m.),3,3,3+,8.0,north,under construction,,,1750.0,0,1,0,0,0,1,50.0,583.35
flat,signature global park,sector 47,0.54,7200.0,750.0,Carpet area: 750 (69.68 sq.m.),2,2,2,4.0,north-east,under construction,,,750.0,0,0,0,0,0,1,84.0,375.0
flat,ambience creacions,sector 22,1.75,12700.03,1377.95,Super Built up area 1380(128.21 sq.m.),2,2,2,11.0,,under construction,1380.0,,,0,0,0,0,0,1,55.0,688.975
flat,bptp amstoria,sector 102,1.9,8443.99,2250.12,Super Built up area 2727(253.35 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3,3,3+,1.0,north-east,relatively new,2727.0,2500.0,2250.0,1,0,0,0,0,1,151.0,750.04
house,independent,sector 4,3.3,14666.99,2249.95,Plot area 250(209.03 sq.m.),3,3,2,1.0,North-East,old,,2250.0,,0,0,0,0,0,1,27.0,749.9833333333332
flat,rof ananda,sector 95,0.55,5500.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 745 sq.ft. (69.21 sq.m.),3,2,2,14.0,east,new,1000.0,,745.0,0,1,0,0,0,2,20.0,333.3333333333333
flat,signature the roselia,sector 95,0.42,7293.06,575.89,Built Up area: 670 (62.25 sq.m.)Carpet area: 569 sq.ft. (52.86 sq.m.),2,2,2,12.0,south,new,,670.0,569.0,0,0,0,0,0,0,66.0,287.945
flat,emaar mgf emerald floors premier,sector 65,2.8,14177.0,1975.03,Carpet area: 1975 (183.48 sq.m.),4,4,3,2.0,south,relatively new,,,1975.0,1,1,0,0,0,0,78.0,493.7575
house,godrej meridien,sector 106,5.6,14000.0,4000.0,Plot area 4000(371.61 sq.m.),5,4,3+,33.0,North-East,new,,4000.0,,1,1,1,1,0,1,125.0,800.0
flat,ashiana mulberry,sector 47,1.05,5412.01,1940.13,Super Built up area 1940(180.23 sq.m.)Built Up area: 1175.97 sq.ft. (109.25 sq.m.)Carpet area: 834.96 sq.ft. (77.57 sq.m.),2,2,3,1.0,north,new,1940.0,834.96,834.96,0,1,0,0,0,1,24.0,970.065
house,independent,sector 5,1.0,6666.98,1499.93,Built Up area: 1500 (139.35 sq.m.),1,1,0,1.0,,undefined,,1500.0,,0,0,0,0,0,1,,1499.93
house,independent,sector 28,9.0,27778.03,3239.97,Plot area 360(301.01 sq.m.),6,7,3+,3.0,North,relatively old,,3240.0,,1,1,1,1,0,1,55.0,539.995
flat,sobha city,sector 108,3.75,14937.98,2510.38,Super Built up area 2343(217.67 sq.m.),3,3,2,16.0,north-east,new,2343.0,,,1,0,0,0,0,1,69.0,836.7933333333334
flat,dlf regal gardens,sector 90,1.75,7900.0,2215.19,Super Built up area 2215(205.78 sq.m.),4,4,3+,3.0,east,relatively new,2215.0,,,0,0,0,0,1,1,6.0,553.7975
flat,smart world gems,sector 89,1.0,9006.98,1110.25,Carpet area: 1110 (103.12 sq.m.),2,2,3,3.0,,new,,,1110.0,0,1,0,0,1,1,76.0,555.125
flat,emaar mgf emerald floors premier,sector 65,3.0,15189.03,1975.11,Super Built up area 1975(183.48 sq.m.),4,4,3+,2.0,south-east,relatively new,1975.0,,,1,0,0,0,0,1,74.0,493.7775
flat,paras dews,sector 106,0.97,8818.02,1100.02,Super Built up area 1385(128.67 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3,6.0,north-east,new,1385.0,1200.0,1100.0,0,0,1,0,0,0,151.0,550.01
house,greenopolis,sector 89,0.7,5396.99,1297.02,Built Up area: 1297 (120.5 sq.m.),2,2,2,14.0,North-East,undefined,,1297.0,,0,0,0,0,0,1,,648.51
flat,capital residences 360,sector 70,1.68,8501.98,1976.01,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),3,3,3+,5.0,north-east,new,1976.0,1900.0,1560.0,1,0,0,0,0,1,122.0,658.67
flat,shree vardhman flora,sector 90,0.7,5383.99,1300.15,Super Built up area 1300(120.77 sq.m.),2,2,3,13.0,,new,1300.0,,,0,1,0,0,0,1,10.0,650.075
flat,elan the presidential,sector 106,6.3,15384.01,4095.16,Super Built up area 4095(380.44 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),5,6,3+,10.0,north-east,under construction,4095.0,,3500.0,0,0,0,0,0,0,60.0,819.0319999999999
flat,emaar gurgaon greens,sector 102,1.42,8606.01,1650.01,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,east,relatively new,1650.0,,1022.57,1,0,0,0,0,1,105.0,550.0033333333333
flat,shree vardhman flora,sector 90,0.95,6333.0,1500.08,Carpet area: 1500 (139.35 sq.m.),3,3,3,9.0,south-east,relatively new,,,1500.0,1,0,0,0,0,1,79.0,500.02666666666664
flat,paras dews,sector 106,0.95,6859.01,1385.04,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,2.0,north,relatively new,1385.0,940.0,845.0,0,0,0,0,0,1,24.0,692.52
flat,the cocoon,sector 104,2.0,13332.98,1500.04,Super Built up area 1500(139.35 sq.m.),3,3,3,5.0,,new,1500.0,,,0,0,0,0,0,1,,500.0133333333333
flat,shree vardhman victoria,sector 70,1.9,9742.99,1950.12,Super Built up area 1950(181.16 sq.m.),3,3,3,10.0,north-east,new,1950.0,,,1,0,1,1,1,1,38.0,650.04
flat,trisara our homes 3,sector 47,0.4,6561.03,609.66,Carpet area: 602 (55.93 sq.m.),2,2,1,0.0,south,new,,,602.0,0,0,0,0,0,0,71.0,304.83
flat,avl 36 gurgaon,sector 36,0.75,7500.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 727 sq.ft. (67.54 sq.m.),2,2,2,5.0,north-east,relatively new,1000.0,,727.0,0,0,0,0,0,1,16.0,500.0
flat,emaar gurgaon greens,sector 102,1.6,9695.97,1650.17,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,8.0,,relatively new,1650.0,,1022.57,0,0,0,0,0,1,39.0,550.0566666666667
flat,suncity platinum towers,sector 28,7.0,22222.01,3150.03,Super Built up area 3150(292.64 sq.m.)Carpet area: 1913 sq.ft. (177.72 sq.m.),4,3,2,10.0,north,relatively old,3150.0,,1913.0,1,0,0,0,0,1,33.0,787.5075
flat,mittal cosmos executive apartments,sector 2,0.75,6549.99,1145.04,Super Built up area 1145(106.37 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.),2,2,2,15.0,,old,1145.0,1100.0,,0,0,0,0,0,0,21.0,572.52
flat,dlf regal gardens,sector 90,1.25,5931.0,2107.57,Super Built up area 1720(159.79 sq.m.),3,3,3,18.0,north-east,relatively new,1720.0,,,0,0,0,0,1,1,48.0,702.5233333333334
house,independent,sector 28,11.75,41315.05,2844.0,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,relatively new,,2844.0,,1,1,0,1,0,0,41.0,711.0
flat,suncity vatsal valley,sector 2,1.38,12211.96,1130.04,Built Up area: 1130 (104.98 sq.m.),2,2,2,4.0,east,under construction,,1130.0,,0,0,0,0,0,0,102.0,565.02
house,emaar mgf marbella,sector 66,8.8,41615.04,2114.62,Built Up area: 267 (223.25 sq.m.),4,4,3+,3.0,South-East,relatively new,,267.0,,1,0,1,1,0,1,81.0,528.655
house,ansals florence villa,sector 57,3.65,10579.0,3450.23,Plot area 3450(320.52 sq.m.),6,6,2,3.0,North-West,relatively old,,3450.0,,1,1,1,1,0,2,127.0,575.0383333333333
flat,mvn athens,sector 47,0.24,7055.92,340.14,Carpet area: 340.09 (31.6 sq.m.),1,1,1,12.0,west,relatively new,,,340.14,0,0,0,0,0,1,48.0,340.14
flat,godrej nature plus,sector 47,1.4,15124.02,925.68,Super Built up area 145Carpet area: 86 sq.m.,3,2,3+,20.0,,new,145.0,,86.0,0,0,0,0,0,1,49.0,308.56
house,independent,sector 24,1.45,2983.54,4860.0,Plot area 60(50.17 sq.m.),3,3,1,,,old,,540.0,,0,0,0,0,0,1,9.0,1620.0
